Серія	Дата заказа	Планована дата виготовлення	Заготовка готово	Час заготовка	Зварка готово	Час зварка	Фарбування готово	Час фарба	МДФГотово	Час МДФ	Зборка готово	Час зборка	Упаковка готово	Час упаковка	Тип	Модель	Розмір	Кількість створок
42600595	21.04.2026	08.07.2026	Ні 	0,3000	Ні 	0,2200	Ні 	0,4800	Ні 	0,1333	Ні 	0,4800	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL426-скло	2040*960	1
42600597	21.04.2026	08.07.2026	Ні 	0,3000	Ні 	0,2200	Ні 	0,4800	Ні 	0,1333	Ні 	0,4800	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL426-скло	2040*960	1
42600598	21.04.2026	08.07.2026	Ні 	0,3000	Ні 	0,2200	Ні 	0,4800	Ні 	0,1333	Ні 	0,4800	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL426-скло	2040*960	1
42600587	21.04.2026	08.07.2026	Ні 	0,3000	Ні 	0,2640	Ні 	0,5760	Ні 	0,1333	Ні 	0,5760	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL707-скло	2040*960	1
42600588	21.04.2026	08.07.2026	Ні 	0,3000	Ні 	0,2640	Ні 	0,5760	Ні 	0,1333	Ні 	0,5760	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL707-скло	2040*960	1
42600568	21.04.2026	08.07.2026	Ні 	0,2800	Ні 	0,3600	Ні 	0,4000	Ні 	0,1333	Ні 	0,4000	Ні 	0,3429	Двері Garant лайт ОМФ	NPL902	2040*1200	2
42600571	21.04.2026	08.07.2026	Ні 	0,2000	Ні 	0,2400	Ні 	0,4000	Ні 	0,1333	Ні 	0,4000	Ні 	0,3429	Двері Garant лайт ОМФ	NPL902	2040*960	1
42600570	21.04.2026	08.07.2026	Ні 	0,2000	Ні 	0,2400	Ні 	0,4000	Ні 	0,1333	Ні 	0,4000	Ні 	0,3429	Двері Garant лайт ОМФ	NPL902	2040*960	1
42600572	21.04.2026	08.07.2026	Ні 	0,2000	Ні 	0,2400	Ні 	0,4000	Ні 	0,1333	Ні 	0,4000	Ні 	0,3429	Двері Garant лайт ОМФ	NPL902	2040*960	1
42600573	21.04.2026	08.07.2026	Ні 	0,2000	Ні 	0,2400	Ні 	0,4000	Ні 	0,1333	Ні 	0,4000	Ні 	0,3429	Двері Garant лайт ОМФ	NPL902	2040*960	1
42600574	21.04.2026	08.07.2026	Ні 	0,3000	Ні 	0,2640	Ні 	0,5760	Ні 	0,1333	Ні 	0,5760	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL707-скло	2040*960	1
42600555	21.04.2026	08.07.2026	Ні 	0,2800	Ні 	0,3600	Ні 	0,4000	Ні 	0,1333	Ні 	0,4000	Ні 	0,3429	Двері Garant лайт ОМФ	NPL902	2040*1200	2
42600558	21.04.2026	08.07.2026	Ні 	0,2800	Ні 	0,3600	Ні 	0,4000	Ні 	0,1333	Ні 	0,4000	Ні 	0,3429	Двері Garant лайт ОМФ	NPL902	2040*1200	2
42600560	21.04.2026	08.07.2026	Ні 	0,2800	Ні 	0,3600	Ні 	0,4000	Ні 	0,1333	Ні 	0,4000	Ні 	0,3429	Двері Garant лайт ОМФ	NPL902	2040*1200	2
42600561	21.04.2026	08.07.2026	Ні 	0,2800	Ні 	0,3600	Ні 	0,4000	Ні 	0,1333	Ні 	0,4000	Ні 	0,3429	Двері Garant лайт ОМФ	NPL902	2040*1200	2
42600564	21.04.2026	08.07.2026	Ні 	0,2800	Ні 	0,3600	Ні 	0,4000	Ні 	0,1333	Ні 	0,4000	Ні 	0,3429	Двері Garant лайт ОМФ	NPL902	2040*1200	2
42600566	21.04.2026	08.07.2026	Ні 	0,2800	Ні 	0,3600	Ні 	0,4000	Ні 	0,1333	Ні 	0,4000	Ні 	0,3429	Двері Garant лайт ОМФ	NPL902	2040*1200	2
42600567	21.04.2026	08.07.2026	Ні 	0,2800	Ні 	0,3600	Ні 	0,4000	Ні 	0,1333	Ні 	0,4000	Ні 	0,3429	Двері Garant лайт ОМФ	NPL902	2040*1200	2
42600569	21.04.2026	08.07.2026	Ні 	0,2000	Ні 	0,2400	Ні 	0,4000	Ні 	0,1333	Ні 	0,4000	Ні 	0,3429	Двері Garant лайт ОМФ	NPL902	2040*960	1
42600549	21.04.2026	08.07.2026	Ні 	0,2800	Ні 	0,3600	Ні 	0,4000	Ні 	0,1333	Ні 	0,4000	Ні 	0,3429	Двері Garant лайт ОМФ	NPL902	2040*1200	2
42600551	21.04.2026	08.07.2026	Ні 	0,2800	Ні 	0,3600	Ні 	0,4000	Ні 	0,1333	Ні 	0,4000	Ні 	0,3429	Двері Garant лайт ОМФ	NPL902	2040*1200	2
42600552	21.04.2026	08.07.2026	Ні 	0,2800	Ні 	0,3600	Ні 	0,4000	Ні 	0,1333	Ні 	0,4000	Ні 	0,3429	Двері Garant лайт ОМФ	NPL902	2040*1200	2
42600553	21.04.2026	08.07.2026	Ні 	0,2800	Ні 	0,3600	Ні 	0,4000	Ні 	0,1333	Ні 	0,4000	Ні 	0,3429	Двері Garant лайт ОМФ	NPL902	2040*1200	2
42600556	21.04.2026	08.07.2026	Ні 	0,2800	Ні 	0,3600	Ні 	0,4000	Ні 	0,1333	Ні 	0,4000	Ні 	0,3429	Двері Garant лайт ОМФ	NPL902	2040*1200	2
42600557	21.04.2026	08.07.2026	Ні 	0,2800	Ні 	0,3600	Ні 	0,4000	Ні 	0,1333	Ні 	0,4000	Ні 	0,3429	Двері Garant лайт ОМФ	NPL902	2040*1200	2
42600559	21.04.2026	08.07.2026	Ні 	0,2800	Ні 	0,3600	Ні 	0,4000	Ні 	0,1333	Ні 	0,4000	Ні 	0,3429	Двері Garant лайт ОМФ	NPL902	2040*1200	2
42600562	21.04.2026	08.07.2026	Ні 	0,2800	Ні 	0,3600	Ні 	0,4000	Ні 	0,1333	Ні 	0,4000	Ні 	0,3429	Двері Garant лайт ОМФ	NPL902	2040*1200	2
42600563	21.04.2026	08.07.2026	Ні 	0,2800	Ні 	0,3600	Ні 	0,4000	Ні 	0,1333	Ні 	0,4000	Ні 	0,3429	Двері Garant лайт ОМФ	NPL902	2040*1200	2
42600565	21.04.2026	08.07.2026	Ні 	0,2800	Ні 	0,3600	Ні 	0,4000	Ні 	0,1333	Ні 	0,4000	Ні 	0,3429	Двері Garant лайт ОМФ	NPL902	2040*1200	2
42600500	22.04.2026	09.07.2026	Так 		Так 		Ні 	0,6000	Так 		Ні 	0,6000	Ні 	0,3429	Двері Garant лайт	NPL14	2040*1250	2
42600714	23.04.2026	10.07.2026	Так 		Ні 	0,2400	Ні 	0,2720	Так 		Ні 	0,2720	Ні 	0,2000	Двері стандарт С-скло	NC12-скло	2040*860	1
42600777	23.04.2026	10.07.2026	Так 		Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600788	23.04.2026	10.07.2026	Ні 	0,2400	Ні 	0,2200	Ні 	0,4800	Ні 	0,1600	Ні 	0,4800	Ні 	0,3429	Двері Garant лайт ОМФ	NPL12	2040*1200	1
42600639	24.04.2026	13.07.2026	Ні 	0,1333	Ні 	0,1600	Ні 	0,1143	Ні 	0,1333	Ні 	0,1143	Ні 	0,1778	Двері стандарт С	HT2	2040*960	1
42600640	24.04.2026	13.07.2026	Ні 	0,1333	Ні 	0,1600	Ні 	0,1143	Ні 	0,1333	Ні 	0,1143	Ні 	0,1778	Двері стандарт С	HT2	2040*960	1
42600762	24.04.2026	13.07.2026	Ні 	0,1333	Ні 	0,1600	Ні 	0,1143	Ні 	0,1333	Ні 	0,1143	Ні 	0,1778	Двері стандарт С	HT2	2040*960	1
42600767	24.04.2026	13.07.2026	Ні 	0,1333	Ні 	0,1600	Ні 	0,1143	Ні 	0,1333	Ні 	0,1143	Ні 	0,1778	Двері стандарт С	HT2	2040*960	1
42600770	24.04.2026	13.07.2026	Ні 	0,1333	Ні 	0,1600	Ні 	0,1143	Ні 	0,1333	Ні 	0,1143	Ні 	0,1778	Двері стандарт С	HT2	2040*960	1
42600771	24.04.2026	13.07.2026	Ні 	0,1333	Ні 	0,1600	Ні 	0,1143	Ні 	0,1333	Ні 	0,1143	Ні 	0,1778	Двері стандарт С	HT2	2040*960	1
42600775	24.04.2026	13.07.2026	Ні 	0,1333	Ні 	0,1600	Ні 	0,1143	Ні 	0,1333	Ні 	0,1143	Ні 	0,1778	Двері стандарт С	HT2	2040*960	1
42600778	24.04.2026	13.07.2026	Ні 	0,1333	Ні 	0,1600	Ні 	0,1143	Ні 	0,1333	Ні 	0,1143	Ні 	0,1778	Двері стандарт С	HT2	2040*960	1
42600781	24.04.2026	13.07.2026	Ні 	0,1333	Ні 	0,1600	Ні 	0,1143	Ні 	0,1333	Ні 	0,1143	Ні 	0,1778	Двері стандарт С	HT2	2040*960	1
42600786	24.04.2026	13.07.2026	Ні 	0,1333	Ні 	0,1600	Ні 	0,1143	Ні 	0,1333	Ні 	0,1143	Ні 	0,1778	Двері стандарт С	HT2	2040*960	1
42600787	24.04.2026	13.07.2026	Ні 	0,1333	Ні 	0,1600	Ні 	0,1143	Ні 	0,1333	Ні 	0,1143	Ні 	0,1778	Двері стандарт С	HT2	2040*960	1
42600784	24.04.2026	13.07.2026	Ні 	0,1333	Ні 	0,1600	Ні 	0,1143	Ні 	0,1333	Ні 	0,1143	Ні 	0,1778	Двері стандарт С	HT2	2040*960	1
42600785	24.04.2026	13.07.2026	Ні 	0,1333	Ні 	0,1600	Ні 	0,1143	Ні 	0,1333	Ні 	0,1143	Ні 	0,1778	Двері стандарт С	HT2	2040*960	1
42600641	24.04.2026	13.07.2026	Ні 	0,1333	Ні 	0,1600	Ні 	0,1143	Ні 	0,1333	Ні 	0,1143	Ні 	0,1778	Двері стандарт С	HT2	2040*960	1
42600769	24.04.2026	13.07.2026	Ні 	0,1333	Ні 	0,1600	Ні 	0,1143	Ні 	0,1333	Ні 	0,1143	Ні 	0,1778	Двері стандарт С	HT2	2040*960	1
42600772	24.04.2026	13.07.2026	Ні 	0,1333	Ні 	0,1600	Ні 	0,1143	Ні 	0,1333	Ні 	0,1143	Ні 	0,1778	Двері стандарт С	HT2	2040*960	1
42600773	24.04.2026	13.07.2026	Ні 	0,1333	Ні 	0,1600	Ні 	0,1143	Ні 	0,1333	Ні 	0,1143	Ні 	0,1778	Двері стандарт С	HT2	2040*960	1
42600774	24.04.2026	13.07.2026	Ні 	0,1333	Ні 	0,1600	Ні 	0,1143	Ні 	0,1333	Ні 	0,1143	Ні 	0,1778	Двері стандарт С	HT2	2040*960	1
42600776	24.04.2026	13.07.2026	Ні 	0,1333	Ні 	0,1600	Ні 	0,1143	Ні 	0,1333	Ні 	0,1143	Ні 	0,1778	Двері стандарт С	HT2	2040*960	1
42600779	24.04.2026	13.07.2026	Ні 	0,1333	Ні 	0,1600	Ні 	0,1143	Ні 	0,1333	Ні 	0,1143	Ні 	0,1778	Двері стандарт С	HT2	2040*960	1
42600780	24.04.2026	13.07.2026	Ні 	0,1333	Ні 	0,1600	Ні 	0,1143	Ні 	0,1333	Ні 	0,1143	Ні 	0,1778	Двері стандарт С	HT2	2040*960	1
42600782	24.04.2026	13.07.2026	Ні 	0,1333	Ні 	0,1600	Ні 	0,1143	Ні 	0,1333	Ні 	0,1143	Ні 	0,1778	Двері стандарт С	HT2	2040*960	1
42600783	24.04.2026	13.07.2026	Ні 	0,1333	Ні 	0,1600	Ні 	0,1143	Ні 	0,1333	Ні 	0,1143	Ні 	0,1778	Двері стандарт С	HT2	2040*960	1
42600680	28.04.2026	15.07.2026	Так 		Ні 	0,2400	Ні 	0,2720	Ні 	0,1733	Ні 	0,2720	Ні 	0,2000	Двері стандарт С-скло	XL8-скло	2040*1070	1
52600067	29.04.2026	16.07.2026	Ні 	0,1333	Ні 	0,1600	Ні 	0,1143	Ні 	0,1333	Ні 	0,1143	Ні 	0,1778	Двері стандарт С	NC8	2150*860	1
52600069	30.04.2026	17.07.2026	Ні 	0,2000	Ні 	0,2400	Ні 	0,2720	Ні 	0,1733	Ні 	0,2720	Ні 	0,2000	Двері стандарт С-скло	NC62-скло	2200*1200	2
52600068	01.05.2026	20.07.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері норма	без рис	2040*960	1
52600078	04.05.2026	21.07.2026	Так 		Ні 	0,5333	Ні 	0,1333	Ні 		Ні 	0,1333	Ні 	0,2286	Двері титан	без рис	1870*900	1
52600079	04.05.2026	21.07.2026	Ні 	0,1333	Ні 	0,1600	Ні 	0,1143	Ні 	0,1333	Ні 	0,1143	Ні 	0,2286	Двері стандарт С	CL34	2040*860	1
52600080	05.05.2026	22.07.2026	Ні 	0,3000	Ні 	0,2640	Ні 	0,5760	Ні 	0,1333	Ні 	0,5760	Ні 	0,3429	Двері Garant-скло	NP411-скло	2040*960	1
52600096	07.05.2026	24.07.2026	Ні 	0,3000	Ні 	0,2640	Ні 	0,5760	Ні 	0,1333	Ні 	0,5760	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL707-скло	2040*960	1
52600099	07.05.2026	24.07.2026	Ні 	0,3000	Ні 	0,2640	Ні 	0,5760	Ні 	0,1333	Ні 	0,5760	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL707-скло	2040*960	1
52600091	08.05.2026	27.07.2026	Ні 	0,2286	Ні 	0,5333	Ні 	0,2000	Ні 		Ні 	0,2000	Ні 	0,2000	Двері титан-скло	Без рис-скло	2040*1250	1
52600085	11.05.2026	28.07.2026	Ні 	0,1333	Ні 	0,1600	Ні 	0,1143	Ні 	0,1333	Ні 	0,1143	Ні 	0,2286	Двері стандарт С	NC39	2040*1200	2
52600095	11.05.2026	28.07.2026	Ні 	0,3920	Ні 	0,3080	Ні 	0,7800	Ні 	0,1600	Ні 	0,7800	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL707-скло	2040*1200	2
52600087	12.05.2026	29.07.2026	Ні 	0,1333	Ні 	0,1600	Ні 	0,1143	Ні 	0,1333	Ні 	0,1143	Ні 	0,2286	Двері стандарт С	DQ8	2040*860	1
52600106	07.05.2026	30.07.2026	Ні 	0,3000	Ні 	0,2640	Ні 	0,5760	Ні 	0,1333	Ні 	0,5760	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL707-скло	2040*1200	1
52600109	07.05.2026	30.07.2026	Ні 	0,3000	Ні 	0,2640	Ні 	0,5760	Ні 	0,1333	Ні 	0,5760	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL707-скло	2040*1200	1
52600110	07.05.2026	30.07.2026	Ні 	0,3000	Ні 	0,2640	Ні 	0,5760	Ні 	0,1333	Ні 	0,5760	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL707-скло	2040*1200	1
52600112	07.05.2026	30.07.2026	Ні 	0,3000	Ні 	0,2640	Ні 	0,5760	Ні 	0,1333	Ні 	0,5760	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL707-скло	2040*1200	1
52600097	07.05.2026	30.07.2026	Ні 	0,3000	Ні 	0,2640	Ні 	0,5760	Ні 	0,1333	Ні 	0,5760	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL707-скло	2040*1200	1
52600098	07.05.2026	30.07.2026	Ні 	0,3000	Ні 	0,2640	Ні 	0,5760	Ні 	0,1333	Ні 	0,5760	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL707-скло	2040*1200	1
52600113	07.05.2026	30.07.2026	Ні 	0,3000	Ні 	0,2640	Ні 	0,5760	Ні 	0,1333	Ні 	0,5760	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL707-скло	2040*1200	1
52600114	07.05.2026	30.07.2026	Ні 	0,3000	Ні 	0,2640	Ні 	0,5760	Ні 	0,1333	Ні 	0,5760	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL707-скло	2040*1200	1
52600115	07.05.2026	30.07.2026	Ні 	0,3000	Ні 	0,2640	Ні 	0,5760	Ні 	0,1333	Ні 	0,5760	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL707-скло	2040*1200	1
52600116	07.05.2026	30.07.2026	Ні 	0,3000	Ні 	0,2640	Ні 	0,5760	Ні 	0,1333	Ні 	0,5760	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL707-скло	2040*1200	1
52600117	07.05.2026	30.07.2026	Ні 	0,3000	Ні 	0,2640	Ні 	0,5760	Ні 	0,1333	Ні 	0,5760	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL707-скло	2040*1200	1
52600118	07.05.2026	30.07.2026	Ні 	0,3000	Ні 	0,2640	Ні 	0,5760	Ні 	0,1333	Ні 	0,5760	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL707-скло	2040*1200	1
52600103	07.05.2026	30.07.2026	Ні 	0,3000	Ні 	0,2640	Ні 	0,5760	Ні 	0,1333	Ні 	0,5760	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL707-скло	2040*1200	1
52600104	07.05.2026	30.07.2026	Ні 	0,3000	Ні 	0,2640	Ні 	0,5760	Ні 	0,1333	Ні 	0,5760	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL707-скло	2040*1200	1
52600105	07.05.2026	30.07.2026	Ні 	0,3000	Ні 	0,2640	Ні 	0,5760	Ні 	0,1333	Ні 	0,5760	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL707-скло	2040*1200	1
52600107	07.05.2026	30.07.2026	Ні 	0,3000	Ні 	0,2640	Ні 	0,5760	Ні 	0,1333	Ні 	0,5760	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL707-скло	2040*1200	1
52600108	07.05.2026	30.07.2026	Ні 	0,3000	Ні 	0,2640	Ні 	0,5760	Ні 	0,1333	Ні 	0,5760	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL707-скло	2040*1200	1
52600111	07.05.2026	30.07.2026	Ні 	0,3000	Ні 	0,2640	Ні 	0,5760	Ні 	0,1333	Ні 	0,5760	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL707-скло	2040*1200	1
52600121	07.05.2026	30.07.2026	Ні 	0,3000	Ні 	0,2640	Ні 	0,5760	Ні 	0,1333	Ні 	0,5760	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL707-скло	2040*1200	1
52600122	07.05.2026	30.07.2026	Ні 	0,3000	Ні 	0,2640	Ні 	0,5760	Ні 	0,1333	Ні 	0,5760	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL707-скло	2040*1200	1
52600123	07.05.2026	30.07.2026	Ні 	0,3000	Ні 	0,2640	Ні 	0,5760	Ні 	0,1333	Ні 	0,5760	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL707-скло	2040*1200	1
52600124	07.05.2026	30.07.2026	Ні 	0,3000	Ні 	0,2640	Ні 	0,5760	Ні 	0,1333	Ні 	0,5760	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL707-скло	2040*1200	1
52600120	07.05.2026	30.07.2026	Ні 	0,3000	Ні 	0,2640	Ні 	0,5760	Ні 	0,1333	Ні 	0,5760	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL707-скло	2040*1200	1
52600125	07.05.2026	30.07.2026	Ні 	0,3000	Ні 	0,2640	Ні 	0,5760	Ні 	0,1333	Ні 	0,5760	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL707-скло	2040*1200	1
52600092	13.05.2026	30.07.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері люкс	WS20	2000*860	1
52600100	13.05.2026	30.07.2026	Ні 	0,2286	Ні 	0,5333	Ні 	0,1333	Ні 		Ні 	0,1333	Ні 	0,2286	Двері титан	без рис	1530*620	1
52600149	13.05.2026	30.07.2026	Ні 	0,2400	Ні 	0,2200	Ні 	0,4800	Ні 	0,1600	Ні 	0,4800	Ні 	0,3429	Двері Garant лайт	NP1	2040*960	1
52600101	13.05.2026	30.07.2026	Ні 	0,3000	Ні 	0,2640	Ні 	0,5760	Ні 	0,1333	Ні 	0,5760	Ні 	0,3429	Двері Garant лайт-скло 	NPL356-скло	2040*960	1
42600386	31.03.2026	03.08.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері люкс	NC11	2040*960	1
42600388	31.03.2026	03.08.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері люкс	NC11	2040*960	1
42600390	31.03.2026	03.08.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері люкс	NC11	2040*960	1
42600392	31.03.2026	03.08.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері люкс	NC11	2040*960	1
42600395	31.03.2026	03.08.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері люкс	NC11	2040*960	1
42600396	31.03.2026	03.08.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері люкс	NC11	2040*960	1
42600481	31.03.2026	03.08.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері люкс	NC11	2040*960	1
42600483	31.03.2026	03.08.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері люкс	NC11	2040*960	1
42600472	31.03.2026	03.08.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері люкс	NC11	2040*960	1
42600473	31.03.2026	03.08.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері люкс	NC11	2040*960	1
42600475	31.03.2026	03.08.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері люкс	NC11	2040*960	1
42600476	31.03.2026	03.08.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері люкс	NC11	2040*960	1
42600477	31.03.2026	03.08.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері люкс	NC11	2040*960	1
42600480	31.03.2026	03.08.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері люкс	NC11	2040*960	1
42600460	31.03.2026	03.08.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері люкс	NC11	2040*960	1
42600461	31.03.2026	03.08.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері люкс	NC11	2040*960	1
42600465	31.03.2026	03.08.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері люкс	NC11	2040*960	1
42600467	31.03.2026	03.08.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері люкс	NC11	2040*960	1
42600468	31.03.2026	03.08.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері люкс	NC11	2040*960	1
42600471	31.03.2026	03.08.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері люкс	NC11	2040*960	1
42600449	31.03.2026	03.08.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері люкс	NC11	2040*960	1
42600452	31.03.2026	03.08.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері люкс	NC11	2040*960	1
42600453	31.03.2026	03.08.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері люкс	NC11	2040*960	1
42600456	31.03.2026	03.08.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері люкс	NC11	2040*960	1
42600457	31.03.2026	03.08.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері люкс	NC11	2040*960	1
42600438	31.03.2026	03.08.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері люкс	NC11	2040*960	1
42600440	31.03.2026	03.08.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері люкс	NC11	2040*960	1
42600442	31.03.2026	03.08.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері люкс	NC11	2040*960	1
42600444	31.03.2026	03.08.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері люкс	NC11	2040*960	1
42600445	31.03.2026	03.08.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері люкс	NC11	2040*960	1
42600446	31.03.2026	03.08.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері люкс	NC11	2040*960	1
42600425	31.03.2026	03.08.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері люкс	NC11	2040*960	1
42600428	31.03.2026	03.08.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері люкс	NC11	2040*960	1
42600430	31.03.2026	03.08.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері люкс	NC11	2040*960	1
42600431	31.03.2026	03.08.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері люкс	NC11	2040*960	1
42600434	31.03.2026	03.08.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері люкс	NC11	2040*960	1
42600435	31.03.2026	03.08.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері люкс	NC11	2040*960	1
42600414	31.03.2026	03.08.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері люкс	NC11	2040*960	1
